,Bleaching,Threshold,num_bits_addr,accuracy
849,True,55,31,0.75
850,True,60,31,0.74
851,True,65,31,0.75
852,True,70,31,0.71
853,True,75,31,0.73
854,True,80,31,0.75
855,True,85,31,0.77
856,True,90,31,0.74
857,True,95,31,0.75
858,True,100,31,0.77
859,True,105,31,0.75
860,True,110,31,0.72
861,True,115,31,0.77
862,True,120,31,0.73
863,True,125,31,0.78
864,True,130,31,0.74
865,True,135,31,0.77
866,True,140,31,0.79
867,True,145,31,0.77
868,True,10,32,0.57
869,True,15,32,0.67
870,True,20,32,0.77
871,True,25,32,0.78
872,True,30,32,0.81
873,True,35,32,0.81
874,True,40,32,0.85
875,True,45,32,0.83
876,True,50,32,0.83
877,True,55,32,0.83
878,True,60,32,0.8
879,True,65,32,0.83
880,True,70,32,0.81
881,True,75,32,0.79
882,True,80,32,0.8
883,True,85,32,0.82
884,True,90,32,0.79
885,True,95,32,0.78
886,True,100,32,0.81
887,True,105,32,0.8
888,True,110,32,0.78
889,True,115,32,0.77
890,True,120,32,0.8
891,True,125,32,0.79
892,True,130,32,0.78
893,True,135,32,0.77
894,True,140,32,0.73
895,True,145,32,0.7
896,True,10,33,0.62
897,True,15,33,0.75
898,True,20,33,0.77
899,True,25,33,0.79
900,True,30,33,0.79
901,True,35,33,0.8
902,True,40,33,0.75
903,True,45,33,0.79
904,True,50,33,0.76
905,True,55,33,0.77
906,True,60,33,0.76
907,True,65,33,0.76
908,True,70,33,0.76
909,True,75,33,0.75
910,True,80,33,0.74
911,True,85,33,0.77
912,True,90,33,0.73
913,True,95,33,0.73
914,True,100,33,0.77
915,True,105,33,0.77
916,True,110,33,0.78
917,True,115,33,0.81
918,True,120,33,0.8
919,True,125,33,0.79
920,True,130,33,0.76
921,True,135,33,0.75
922,True,140,33,0.73
923,True,145,33,0.76
924,True,10,34,0.45
925,True,15,34,0.69
926,True,20,34,0.71
927,True,25,34,0.78
928,True,30,34,0.81
929,True,35,34,0.79
930,True,40,34,0.81
931,True,45,34,0.82
932,True,50,34,0.83
933,True,55,34,0.78
934,True,60,34,0.78
935,True,65,34,0.79
936,True,70,34,0.76
937,True,75,34,0.78
938,True,80,34,0.79
939,True,85,34,0.77
940,True,90,34,0.79
941,True,95,34,0.79
942,True,100,34,0.8
943,True,105,34,0.8
944,True,110,34,0.75
945,True,115,34,0.73
946,True,120,34,0.79
947,True,125,34,0.79
948,True,130,34,0.77
949,True,135,34,0.75
950,True,140,34,0.74
951,True,145,34,0.68
952,True,10,35,0.55
953,True,15,35,0.66
954,True,20,35,0.74
955,True,25,35,0.77
956,True,30,35,0.77
957,True,35,35,0.74
958,True,40,35,0.75
959,True,45,35,0.73
960,True,50,35,0.74
961,True,55,35,0.68
962,True,60,35,0.68
963,True,65,35,0.7
964,True,70,35,0.76
965,True,75,35,0.76
966,True,80,35,0.74
967,True,85,35,0.75
968,True,90,35,0.78
969,True,95,35,0.77
970,True,100,35,0.77
971,True,105,35,0.77
972,True,110,35,0.79
973,True,115,35,0.78
974,True,120,35,0.8
975,True,125,35,0.77
976,True,130,35,0.73
977,True,135,35,0.75
978,True,140,35,0.79
979,True,145,35,0.79
980,True,10,36,0.55
981,True,15,36,0.67
982,True,20,36,0.71
983,True,25,36,0.81
984,True,30,36,0.79
985,True,35,36,0.77
986,True,40,36,0.79
987,True,45,36,0.75
988,True,50,36,0.74
989,True,55,36,0.74
990,True,60,36,0.73
991,True,65,36,0.74
992,True,70,36,0.69
993,True,75,36,0.71
994,True,80,36,0.66
995,True,85,36,0.68
996,True,90,36,0.69
997,True,95,36,0.72
998,True,100,36,0.74
999,True,105,36,0.73
1000,True,110,36,0.69
1001,True,115,36,0.71
1002,True,120,36,0.77
1003,True,125,36,0.72
1004,True,130,36,0.75
1005,True,135,36,0.74
1006,True,140,36,0.75
1007,True,145,36,0.73
1008,True,10,37,0.54
1009,True,15,37,0.63
1010,True,20,37,0.73
1011,True,25,37,0.75
1012,True,30,37,0.74
1013,True,35,37,0.7
1014,True,40,37,0.74
1015,True,45,37,0.77
1016,True,50,37,0.75
1017,True,55,37,0.75
1018,True,60,37,0.7
1019,True,65,37,0.74
1020,True,70,37,0.72
1021,True,75,37,0.74
1022,True,80,37,0.76
1023,True,85,37,0.77
1024,True,90,37,0.74
1025,True,95,37,0.75
1026,True,100,37,0.75
1027,True,105,37,0.73
1028,True,110,37,0.73
1029,True,115,37,0.75
1030,True,120,37,0.75
1031,True,125,37,0.75
1032,True,130,37,0.73
1033,True,135,37,0.73
1034,True,140,37,0.76
1035,True,145,37,0.72
1036,True,10,38,0.56
1037,True,15,38,0.65
1038,True,20,38,0.74
1039,True,25,38,0.77
1040,True,30,38,0.79
1041,True,35,38,0.8
1042,True,40,38,0.79
1043,True,45,38,0.79
1044,True,50,38,0.75
1045,True,55,38,0.7
1046,True,60,38,0.71
1047,True,65,38,0.73
1048,True,70,38,0.74
1049,True,75,38,0.77
1050,True,80,38,0.73
1051,True,85,38,0.7
1052,True,90,38,0.68
1053,True,95,38,0.69
1054,True,100,38,0.7
1055,True,105,38,0.7
1056,True,110,38,0.69
1057,True,115,38,0.69
1058,True,120,38,0.75
1059,True,125,38,0.71
1060,True,130,38,0.72
1061,True,135,38,0.72
1062,True,140,38,0.72
1063,True,145,38,0.73
1064,True,10,39,0.45
1065,True,15,39,0.65
1066,True,20,39,0.76
1067,True,25,39,0.77
1068,True,30,39,0.79
1069,True,35,39,0.78
1070,True,40,39,0.74
1071,True,45,39,0.7
1072,True,50,39,0.7
1073,True,55,39,0.7
1074,True,60,39,0.7
1075,True,65,39,0.73
1076,True,70,39,0.71
1077,True,75,39,0.7
1078,True,80,39,0.73
1079,True,85,39,0.69
1080,True,90,39,0.73
1081,True,95,39,0.72
1082,True,100,39,0.72
1083,True,105,39,0.75
1084,True,110,39,0.76
1085,True,115,39,0.74
1086,True,120,39,0.77
1087,True,125,39,0.77
1088,True,130,39,0.73
1089,True,135,39,0.7
1090,True,140,39,0.71
1091,True,145,39,0.71
1092,True,10,40,0.53
1093,True,15,40,0.67
1094,True,20,40,0.72
1095,True,25,40,0.75
1096,True,30,40,0.75
1097,True,35,40,0.75
1098,True,40,40,0.76
1099,True,45,40,0.73
1100,True,50,40,0.67
1101,True,55,40,0.67
1102,True,60,40,0.69
1103,True,65,40,0.7
1104,True,70,40,0.69
1105,True,75,40,0.66
1106,True,80,40,0.66
1107,True,85,40,0.66
1108,True,90,40,0.67
1109,True,95,40,0.67
1110,True,100,40,0.69
1111,True,105,40,0.7
1112,True,110,40,0.68
1113,True,115,40,0.66
1114,True,120,40,0.7
1115,True,125,40,0.68
1116,True,130,40,0.68
1117,True,135,40,0.65
1118,True,140,40,0.69
1119,True,145,40,0.73
1120,True,10,41,0.52
1121,True,15,41,0.64
1122,True,20,41,0.76
1123,True,25,41,0.72
1124,True,30,41,0.77
1125,True,35,41,0.74
1126,True,40,41,0.75
1127,True,45,41,0.75
1128,True,50,41,0.73
1129,True,55,41,0.71
1130,True,60,41,0.73
1131,True,65,41,0.74
1132,True,70,41,0.69
1133,True,75,41,0.71
1134,True,80,41,0.69
1135,True,85,41,0.69
1136,True,90,41,0.72
1137,True,95,41,0.72
1138,True,100,41,0.72
1139,True,105,41,0.72
1140,True,110,41,0.71
1141,True,115,41,0.72
1142,True,120,41,0.74
1143,True,125,41,0.75
1144,True,130,41,0.72
1145,True,135,41,0.72
1146,True,140,41,0.7
1147,True,145,41,0.66
1148,True,10,42,0.43
1149,True,15,42,0.59
1150,True,20,42,0.71
1151,True,25,42,0.75
1152,True,30,42,0.73
1153,True,35,42,0.74
1154,True,40,42,0.71
1155,True,45,42,0.7
1156,True,50,42,0.68
1157,True,55,42,0.7
1158,True,60,42,0.68
1159,True,65,42,0.68
1160,True,70,42,0.67
1161,True,75,42,0.7
1162,True,80,42,0.7
1163,True,85,42,0.63
1164,True,90,42,0.65
1165,True,95,42,0.69
1166,True,100,42,0.7
1167,True,105,42,0.73
1168,True,110,42,0.7
1169,True,115,42,0.74
1170,True,120,42,0.74
1171,True,125,42,0.71
1172,True,130,42,0.76
1173,True,135,42,0.7
1174,True,140,42,0.67
1175,True,145,42,0.69
1176,True,10,43,0.48
1177,True,15,43,0.61
1178,True,20,43,0.69
1179,True,25,43,0.68
1180,True,30,43,0.63
1181,True,35,43,0.64
1182,True,40,43,0.66
1183,True,45,43,0.63
1184,True,50,43,0.62
1185,True,55,43,0.61
1186,True,60,43,0.63
1187,True,65,43,0.66
1188,True,70,43,0.65
1189,True,75,43,0.64
1190,True,80,43,0.65
1191,True,85,43,0.66
1192,True,90,43,0.62
1193,True,95,43,0.66
1194,True,100,43,0.67
1195,True,105,43,0.69
1196,True,110,43,0.68
1197,True,115,43,0.68
1198,True,120,43,0.69
1199,True,125,43,0.71
1200,True,130,43,0.72
1201,True,135,43,0.7
1202,True,140,43,0.69
1203,True,145,43,0.67
1204,True,10,44,0.44
1205,True,15,44,0.55
1206,True,20,44,0.66
1207,True,25,44,0.71
1208,True,30,44,0.7
1209,True,35,44,0.71
1210,True,40,44,0.65
1211,True,45,44,0.63
1212,True,50,44,0.65
1213,True,55,44,0.68
1214,True,60,44,0.66
1215,True,65,44,0.68
1216,True,70,44,0.69
1217,True,75,44,0.7
1218,True,80,44,0.71
1219,True,85,44,0.67
1220,True,90,44,0.7
1221,True,95,44,0.69
1222,True,100,44,0.72
1223,True,105,44,0.73
1224,True,110,44,0.67
1225,True,115,44,0.67
1226,True,120,44,0.7
1227,True,125,44,0.69
1228,True,130,44,0.71
1229,True,135,44,0.71
1230,True,140,44,0.66
1231,True,145,44,0.66
1232,True,10,45,0.45
1233,True,15,45,0.62
1234,True,20,45,0.6
1235,True,25,45,0.68
1236,True,30,45,0.65
1237,True,35,45,0.68
1238,True,40,45,0.66
1239,True,45,45,0.69
1240,True,50,45,0.69
1241,True,55,45,0.68
1242,True,60,45,0.67
1243,True,65,45,0.67
1244,True,70,45,0.66
1245,True,75,45,0.69
1246,True,80,45,0.68
1247,True,85,45,0.67
1248,True,90,45,0.7
1249,True,95,45,0.69
1250,True,100,45,0.68
1251,True,105,45,0.69
1252,True,110,45,0.7
1253,True,115,45,0.69
1254,True,120,45,0.68
1255,True,125,45,0.65
1256,True,130,45,0.69
1257,True,135,45,0.72
1258,True,140,45,0.72
1259,True,145,45,0.69
1260,True,10,46,0.34
1261,True,15,46,0.5
1262,True,20,46,0.57
1263,True,25,46,0.57
1264,True,30,46,0.58
1265,True,35,46,0.62
1266,True,40,46,0.57
1267,True,45,46,0.58
1268,True,50,46,0.63
1269,True,55,46,0.62
1270,True,60,46,0.57
1271,True,65,46,0.6
1272,True,70,46,0.57
1273,True,75,46,0.57
1274,True,80,46,0.57
1275,True,85,46,0.53
1276,True,90,46,0.56
1277,True,95,46,0.57
1278,True,100,46,0.59
1279,True,105,46,0.58
1280,True,110,46,0.59
1281,True,115,46,0.6
1282,True,120,46,0.6
1283,True,125,46,0.6
1284,True,130,46,0.59
1285,True,135,46,0.59
1286,True,140,46,0.68
1287,True,145,46,0.64
1288,True,10,47,0.42
1289,True,15,47,0.48
1290,True,20,47,0.64
1291,True,25,47,0.69
1292,True,30,47,0.65
1293,True,35,47,0.68
1294,True,40,47,0.67
1295,True,45,47,0.68
1296,True,50,47,0.67
1297,True,55,47,0.69
1298,True,60,47,0.69
1299,True,65,47,0.67
1300,True,70,47,0.67
1301,True,75,47,0.68
1302,True,80,47,0.69
1303,True,85,47,0.68
1304,True,90,47,0.69
1305,True,95,47,0.66
1306,True,100,47,0.7
1307,True,105,47,0.71
1308,True,110,47,0.74
1309,True,115,47,0.74
1310,True,120,47,0.75
1311,True,125,47,0.73
1312,True,130,47,0.73
1313,True,135,47,0.73
1314,True,140,47,0.7
1315,True,145,47,0.7
1316,True,10,48,0.43
1317,True,15,48,0.53
1318,True,20,48,0.57
1319,True,25,48,0.65
1320,True,30,48,0.61
1321,True,35,48,0.62
1322,True,40,48,0.65
1323,True,45,48,0.66
1324,True,50,48,0.65
1325,True,55,48,0.64
1326,True,60,48,0.67
1327,True,65,48,0.66
1328,True,70,48,0.67
1329,True,75,48,0.69
1330,True,80,48,0.67
1331,True,85,48,0.64
1332,True,90,48,0.65
1333,True,95,48,0.67
1334,True,100,48,0.65
1335,True,105,48,0.67
1336,True,110,48,0.67
1337,True,115,48,0.64
1338,True,120,48,0.65
1339,True,125,48,0.63
1340,True,130,48,0.67
1341,True,135,48,0.66
1342,True,140,48,0.67
1343,True,145,48,0.66
1344,True,10,49,0.27
1345,True,15,49,0.49
1346,True,20,49,0.55
1347,True,25,49,0.56
1348,True,30,49,0.58
1349,True,35,49,0.6
1350,True,40,49,0.61
1351,True,45,49,0.61
1352,True,50,49,0.64
1353,True,55,49,0.62
1354,True,60,49,0.64
1355,True,65,49,0.58
1356,True,70,49,0.61
1357,True,75,49,0.6
1358,True,80,49,0.61
1359,True,85,49,0.6
1360,True,90,49,0.57
1361,True,95,49,0.59
1362,True,100,49,0.6
1363,True,105,49,0.61
1364,True,110,49,0.63
1365,True,115,49,0.66
1366,True,120,49,0.64
1367,True,125,49,0.63
1368,True,130,49,0.6
1369,True,135,49,0.63
1370,True,140,49,0.68
1371,True,145,49,0.67
1372,True,10,50,0.32
1373,True,15,50,0.53
1374,True,20,50,0.6
1375,True,25,50,0.59
1376,True,30,50,0.62
1377,True,35,50,0.64
1378,True,40,50,0.6
1379,True,45,50,0.6
1380,True,50,50,0.6
1381,True,55,50,0.63
1382,True,60,50,0.63
1383,True,65,50,0.61
1384,True,70,50,0.64
1385,True,75,50,0.63
1386,True,80,50,0.63
1387,True,85,50,0.66
1388,True,90,50,0.65
1389,True,95,50,0.62
1390,True,100,50,0.64
1391,True,105,50,0.61
1392,True,110,50,0.59
1393,True,115,50,0.57
1394,True,120,50,0.56
1395,True,125,50,0.58
1396,True,130,50,0.56
1397,True,135,50,0.58
1398,True,140,50,0.65
1399,True,145,50,0.63
1400,True,10,51,0.43
1401,True,15,51,0.54
1402,True,20,51,0.52
1403,True,25,51,0.62
1404,True,30,51,0.64
1405,True,35,51,0.65
1406,True,40,51,0.65
1407,True,45,51,0.65
1408,True,50,51,0.64
1409,True,55,51,0.67
1410,True,60,51,0.63
1411,True,65,51,0.64
1412,True,70,51,0.65
1413,True,75,51,0.59
1414,True,80,51,0.62
1415,True,85,51,0.59
1416,True,90,51,0.61
1417,True,95,51,0.62
1418,True,100,51,0.62
1419,True,105,51,0.58
1420,True,110,51,0.62
1421,True,115,51,0.65
1422,True,120,51,0.63
1423,True,125,51,0.62
1424,True,130,51,0.63
1425,True,135,51,0.64
1426,True,140,51,0.6
1427,True,145,51,0.6
1428,True,10,52,0.38
1429,True,15,52,0.39
1430,True,20,52,0.56
1431,True,25,52,0.59
1432,True,30,52,0.57
1433,True,35,52,0.54
1434,True,40,52,0.57
1435,True,45,52,0.54
1436,True,50,52,0.57
1437,True,55,52,0.54
1438,True,60,52,0.54
1439,True,65,52,0.55
1440,True,70,52,0.58
1441,True,75,52,0.58
1442,True,80,52,0.6
1443,True,85,52,0.56
1444,True,90,52,0.56
1445,True,95,52,0.57
1446,True,100,52,0.55
1447,True,105,52,0.54
1448,True,110,52,0.55
1449,True,115,52,0.58
1450,True,120,52,0.61
1451,True,125,52,0.57
1452,True,130,52,0.6
1453,True,135,52,0.59
1454,True,140,52,0.62
1455,True,145,52,0.61
1456,True,10,53,0.24
1457,True,15,53,0.44
1458,True,20,53,0.48
1459,True,25,53,0.52
1460,True,30,53,0.54
1461,True,35,53,0.58
1462,True,40,53,0.55
1463,True,45,53,0.53
1464,True,50,53,0.56
1465,True,55,53,0.56
1466,True,60,53,0.55
1467,True,65,53,0.53
1468,True,70,53,0.54
1469,True,75,53,0.52
1470,True,80,53,0.55
1471,True,85,53,0.56
1472,True,90,53,0.59
1473,True,95,53,0.59
1474,True,100,53,0.56
1475,True,105,53,0.57
1476,True,110,53,0.6
1477,True,115,53,0.63
1478,True,120,53,0.65
1479,True,125,53,0.61
1480,True,130,53,0.58
1481,True,135,53,0.54
1482,True,140,53,0.57
1483,True,145,53,0.55
1484,True,10,54,0.33
1485,True,15,54,0.44
1486,True,20,54,0.52
1487,True,25,54,0.58
1488,True,30,54,0.62
1489,True,35,54,0.65
1490,True,40,54,0.63
1491,True,45,54,0.62
1492,True,50,54,0.64
1493,True,55,54,0.63
1494,True,60,54,0.64
1495,True,65,54,0.62
1496,True,70,54,0.61
1497,True,75,54,0.57
1498,True,80,54,0.56
1499,True,85,54,0.54
1500,True,90,54,0.54
1501,True,95,54,0.55
1502,True,100,54,0.56
1503,True,105,54,0.53
1504,True,110,54,0.56
1505,True,115,54,0.56
1506,True,120,54,0.55
1507,True,125,54,0.58
1508,True,130,54,0.56
1509,True,135,54,0.53
1510,True,140,54,0.54
1511,True,145,54,0.54
1512,True,10,55,0.43
1513,True,15,55,0.49
1514,True,20,55,0.55
1515,True,25,55,0.58
1516,True,30,55,0.58
1517,True,35,55,0.61
1518,True,40,55,0.63
1519,True,45,55,0.63
1520,True,50,55,0.63
1521,True,55,55,0.65
1522,True,60,55,0.64
1523,True,65,55,0.62
1524,True,70,55,0.59
1525,True,75,55,0.63
1526,True,80,55,0.63
1527,True,85,55,0.61
1528,True,90,55,0.58
1529,True,95,55,0.6
1530,True,100,55,0.58
1531,True,105,55,0.59
1532,True,110,55,0.58
1533,True,115,55,0.62
1534,True,120,55,0.55
1535,True,125,55,0.58
1536,True,130,55,0.58
1537,True,135,55,0.54
1538,True,140,55,0.59
1539,True,145,55,0.61
1540,True,10,56,0.21
1541,True,15,56,0.37
1542,True,20,56,0.47
1543,True,25,56,0.5
1544,True,30,56,0.51
1545,True,35,56,0.54
1546,True,40,56,0.5
1547,True,45,56,0.49
1548,True,50,56,0.5
1549,True,55,56,0.5
1550,True,60,56,0.5
1551,True,65,56,0.5
1552,True,70,56,0.51
1553,True,75,56,0.52
1554,True,80,56,0.54
1555,True,85,56,0.54
1556,True,90,56,0.55
1557,True,95,56,0.51
1558,True,100,56,0.47
1559,True,105,56,0.48
1560,True,110,56,0.48
1561,True,115,56,0.49
1562,True,120,56,0.49
1563,True,125,56,0.48
1564,True,130,56,0.49
1565,True,135,56,0.47
1566,True,140,56,0.49
1567,True,145,56,0.46
1568,True,10,57,0.2
1569,True,15,57,0.33
1570,True,20,57,0.45
1571,True,25,57,0.49
1572,True,30,57,0.49
1573,True,35,57,0.51
1574,True,40,57,0.46
1575,True,45,57,0.45
1576,True,50,57,0.44
1577,True,55,57,0.45
1578,True,60,57,0.5
1579,True,65,57,0.51
1580,True,70,57,0.55
1581,True,75,57,0.51
1582,True,80,57,0.52
1583,True,85,57,0.54
1584,True,90,57,0.55
1585,True,95,57,0.53
1586,True,100,57,0.48
1587,True,105,57,0.49
1588,True,110,57,0.52
1589,True,115,57,0.54
1590,True,120,57,0.54
1591,True,125,57,0.53
1592,True,130,57,0.53
1593,True,135,57,0.5
1594,True,140,57,0.52
1595,True,145,57,0.49
1596,True,10,58,0.28
1597,True,15,58,0.34
1598,True,20,58,0.41
1599,True,25,58,0.5
1600,True,30,58,0.51
1601,True,35,58,0.55
1602,True,40,58,0.52
1603,True,45,58,0.51
1604,True,50,58,0.48
1605,True,55,58,0.49
1606,True,60,58,0.53
1607,True,65,58,0.54
1608,True,70,58,0.54
1609,True,75,58,0.53
1610,True,80,58,0.52
1611,True,85,58,0.52
1612,True,90,58,0.53
1613,True,95,58,0.52
1614,True,100,58,0.48
1615,True,105,58,0.47
1616,True,110,58,0.51
1617,True,115,58,0.56
1618,True,120,58,0.55
1619,True,125,58,0.55
1620,True,130,58,0.56
1621,True,135,58,0.56
1622,True,140,58,0.58
1623,True,145,58,0.59
1624,True,10,59,0.34
1625,True,15,59,0.42
1626,True,20,59,0.51
1627,True,25,59,0.59
1628,True,30,59,0.59
1629,True,35,59,0.58
1630,True,40,59,0.6
1631,True,45,59,0.59
1632,True,50,59,0.55
1633,True,55,59,0.55
1634,True,60,59,0.53
1635,True,65,59,0.57
1636,True,70,59,0.57
1637,True,75,59,0.57
1638,True,80,59,0.58
1639,True,85,59,0.55
1640,True,90,59,0.57
1641,True,95,59,0.56
1642,True,100,59,0.55
1643,True,105,59,0.56
1644,True,110,59,0.55
1645,True,115,59,0.56
1646,True,120,59,0.54
1647,True,125,59,0.51
1648,True,130,59,0.5
1649,True,135,59,0.5
1650,True,140,59,0.56
1651,True,145,59,0.57
